trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
925,False,"{'e': 9.61116520613947e-05, 'a': 0.4}",25,19,11.864095736846688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'e': 9.515532514474172e-05, 'a': 0.4}",25,13,21.63917011848488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'e': 9.420851383989959e-05, 'a': 0.4}",20,5,27.75069198822038,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'e': 9.32711234649488e-05, 'a': 0.4}",30,17,22.778324929248054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'e': 9.234306028007055e-05, 'a': 0.4}",25,11,26.177412398887142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'e': 9.142423147817327e-05, 'a': 0.4}",20,13,-29.422028280192283,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
931,False,"{'e': 9.051454517561092e-05, 'a': 0.4}",20,0,34.49096362583077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
932,False,"{'e': 8.961391040299518e-05, 'a': 0.4}",20,3,28.24465821421936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'e': 8.872223709609823e-05, 'a': 0.4}",20,10,17.259354312695024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'e': 8.783943608684635e-05, 'a': 0.4}",30,1,44.382375100451625,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'e': 8.696541909440292e-05, 'a': 0.4}",20,13,11.89264914067599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'e': 8.610009871634035e-05, 'a': 0.4}",25,20,8.130768003376895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'e': 8.52433884198996e-05, 'a': 0.4}",20,10,16.530897763971158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'e': 8.439520253333736e-05, 'a': 0.4}",20,9,18.907633761742147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'e': 8.355545623735804e-05, 'a': 0.4}",20,13,12.83951499393684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'e': 8.272406555663223e-05, 'a': 0.4}",20,5,26.949240249934046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'e': 8.190094735139904e-05, 'a': 0.4}",25,14,18.521958069042817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'e': 8.1086019309152e-05, 'a': 0.4}",20,14,8.476316735000044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'e': 8.027919993640778e-05, 'a': 0.4}",20,10,17.180073674036567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'e': 7.948040855055677e-05, 'a': 0.4}",25,9,24.434742512328626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'e': 7.868956527179456e-05, 'a': 0.4}",25,11,22.07708754682995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'e': 7.790659101513453e-05, 'a': 0.4}",20,12,16.07590270484914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'e': 7.713140748249839e-05, 'a': 0.4}",25,11,25.972973155617307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'e': 7.636393715488688e-05, 'a': 0.4}",30,0,38.9494939847386,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
949,False,"{'e': 7.56041032846277e-05, 'a': 0.4}",25,13,23.92714241596042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'e': 7.48518298877006e-05, 'a': 0.4}",25,15,14.341299522394175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'e': 7.4107041736139e-05, 'a': 0.4}",25,6,32.22630074414973,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'e': 7.336966435050708e-05, 'a': 0.4}",25,11,26.769803872058112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'e': 7.263962399245182e-05, 'a': 0.4}",20,14,13.092082416907985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'e': 7.191684765732888e-05, 'a': 0.4}",30,0,41.60906123280555,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
955,False,"{'e': 7.120126306690273e-05, 'a': 0.4}",25,18,14.358183828103344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'e': 7.049279866211783e-05, 'a': 0.4}",20,14,13.412612360032867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'e': 6.979138359594336e-05, 'a': 0.4}",30,13,32.516715208438,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'e': 6.909694772628816e-05, 'a': 0.4}",25,18,13.831484948773038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'e': 6.840942160898655e-05, 'a': 0.4}",25,12,25.08499806689478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'e': 6.77287364908539e-05, 'a': 0.4}",20,1,27.460918520204793,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'e': 6.705482430281112e-05, 'a': 0.4}",20,10,17.272606354695988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'e': 6.638761765307773e-05, 'a': 0.4}",25,16,14.3125468748331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'e': 6.572704982043295e-05, 'a': 0.4}",30,12,27.684874283156713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'e': 6.507305474754294e-05, 'a': 0.4}",30,21,15.17551700426456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'e': 6.442556703435542e-05, 'a': 0.4}",30,18,25.463968304290567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'e': 6.378452193155948e-05, 'a': 0.4}",20,8,24.9715612383084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'e': 6.314985533411063e-05, 'a': 0.4}",25,20,8.520264533982735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'e': 6.252150377482026e-05, 'a': 0.4}",25,18,13.36222552679649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'e': 6.189940441800879e-05, 'a': 0.4}",20,13,10.1358878234514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'e': 6.128349505322202e-05, 'a': 0.4}",30,20,17.797309653890153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'e': 6.0673714089010444e-05, 'a': 0.4}",20,6,23.776445851114588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'e': 6.007000054676936e-05, 'a': 0.4}",20,16,6.2800515965765005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'e': 5.947229405464145e-05, 'a': 0.4}",20,3,27.992447488277445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'e': 5.888053484147942e-05, 'a': 0.4}",25,1,32.63517612146518,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'e': 5.829466373086881e-05, 'a': 0.4}",20,0,27.29396924467416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
976,False,"{'e': 5.771462213521033e-05, 'a': 0.4}",20,13,14.27687617747552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'e': 5.7140352049861057e-05, 'a': 0.4}",20,10,18.93537371534579,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'e': 5.657179604733388e-05, 'a': 0.4}",20,14,11.876059648557288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'e': 5.600889727155467e-05, 'a': 0.4}",25,15,15.938297882935167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'e': 5.5451599432176945e-05, 'a': 0.4}",20,6,25.834956407153292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'e': 5.489984679895225e-05, 'a': 0.4}",20,10,16.922697274908398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'e': 5.4353584196157486e-05, 'a': 0.4}",25,15,19.690136969856564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'e': 5.381275699707714e-05, 'a': 0.4}",20,13,13.145318358557889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'e': 5.327731111854062e-05, 'a': 0.4}",20,11,14.426861109945762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'e': 5.274719301551385e-05, 'a': 0.4}",20,10,20.245974954667005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'e': 5.2222349675744776e-05, 'a': 0.4}",20,13,11.887746889942111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'e': 5.170272861446196e-05, 'a': 0.4}",25,3,34.06019703558456,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'e': 5.118827786912642e-05, 'a': 0.4}",25,11,19.72927294858668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'e': 5.067894599423484e-05, 'a': 0.4}",20,7,22.841740490404977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'e': 5.017468205617528e-05, 'a': 0.4}",20,9,15.425934666328668,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'e': 4.967543562813372e-05, 'a': 0.4}",20,0,27.57737013270913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'e': 4.918115678505129e-05, 'a': 0.4}",20,13,12.383935276924452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'e': 4.869179609863181e-05, 'a': 0.4}",25,8,23.571859497857965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'e': 4.820730463239883e-05, 'a': 0.4}",20,11,13.69700420222958,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'e': 4.772763393680188e-05, 'a': 0.4}",20,7,26.46312429402067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'e': 4.725273604437187e-05, 'a': 0.4}",20,2,28.985915091521107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'e': 4.67825634649237e-05, 'a': 0.4}",30,13,33.131634985891054,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'e': 4.631706918080762e-05, 'a': 0.4}",35,20,28.17275877237173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'e': 4.585620664220731e-05, 'a': 0.4}",30,3,38.231575022242104,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'e': 4.5399929762484854e-05, 'a': 0.4}",25,9,24.033490317905063,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'e': 4.494819291357204e-05, 'a': 0.4}",20,1,26.863309874853414,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'e': 4.4500950921407545e-05, 'a': 0.4}",20,12,11.798831743148718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'e': 4.4058159061419435e-05, 'a': 0.4}",25,15,21.65140719189124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'e': 4.361977305405265e-05, 'a': 0.4}",25,12,27.653174341581096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'e': 4.3185749060341275e-05, 'a': 0.4}",25,13,20.41167997489252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'e': 4.275604367752418e-05, 'a': 0.4}",20,9,20.020669378130222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'e': 4.233061393470499e-05, 'a': 0.4}",25,13,23.427777456898987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'e': 4.19094172885549e-05, 'a': 0.4}",20,11,17.360232132969557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'e': 4.14924116190583e-05, 'a': 0.4}",25,7,29.738166734285556,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'e': 4.1079555225300724e-05, 'a': 0.4}",25,13,24.69769137726559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'e': 4.067080682129876e-05, 'a': 0.4}",20,14,11.039924790962917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'e': 4.02661255318713e-05, 'a': 0.4}",30,12,29.058221812983458,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'e': 3.9865470888552325e-05, 'a': 0.4}",25,14,23.583801513779207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'e': 3.9468802825543534e-05, 'a': 0.4}",20,10,17.59179809392133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'e': 3.907608167570808e-05, 'a': 0.4}",25,9,25.232038931928845,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'e': 3.86872681666037e-05, 'a': 0.4}",20,11,16.7980728973765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'e': 3.8302323416555486e-05, 'a': 0.4}",25,18,11.098471950887792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'e': 3.792120893076764e-05, 'a': 0.4}",20,8,20.38108191195012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'e': 3.754388659747397e-05, 'a': 0.4}",20,8,21.225811222348106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'e': 3.7170318684126666e-05, 'a': 0.4}",20,10,16.52194702908497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'e': 3.680046783362321e-05, 'a': 0.4}",20,6,19.892069921767987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'e': 3.643429706057027e-05, 'a': 0.4}",20,7,23.284831427265352,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'e': 3.607176974758541e-05, 'a': 0.4}",20,16,7.078081257340861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'e': 3.571284964163521e-05, 'a': 0.4}",20,0,27.946536917837573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1025,False,"{'e': 3.535750085040998e-05, 'a': 0.4}",20,6,26.627025509679758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'e': 3.500568783873448e-05, 'a': 0.4}",25,0,38.633978024626764,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1027,False,"{'e': 3.465737542501435e-05, 'a': 0.4}",25,0,36.840305794891954,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1028,False,"{'e': 3.431252877771797e-05, 'a': 0.4}",25,6,27.381855775407374,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'e': 3.397111341189317e-05, 'a': 0.4}",20,12,17.071732908905922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'e': 3.363309518571897e-05, 'a': 0.4}",20,10,19.024106661217974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'e': 3.3298440297091015e-05, 'a': 0.4}",25,14,17.5368642177068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'e': 3.296711528024157e-05, 'a': 0.4}",30,19,21.282372254879895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'e': 3.263908700239283e-05, 'a': 0.4}",30,10,35.22208307313326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'e': 3.231432266044366e-05, 'a': 0.4}",20,7,21.50865969728219,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'e': 3.1992789777689226e-05, 'a': 0.4}",30,15,25.805001658934245,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'e': 3.1674456200573305e-05, 'a': 0.4}",20,4,23.79297099512379,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'e': 3.135929009547286e-05, 'a': 0.4}",30,17,26.32851965669222,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'e': 3.1047259945514843e-05, 'a': 0.4}",30,7,38.6037592893084,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'e': 3.073833454742418e-05, 'a': 0.4}",25,7,31.255794232263284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'e': 3.0432483008403625e-05, 'a': 0.4}",35,18,30.98737440283818,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'e': 3.01296747430444e-05, 'a': 0.4}",25,15,19.39921795419703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'e': 2.982987947026762e-05, 'a': 0.4}",20,14,8.13758219271463,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'e': 2.9533067210296183e-05, 'a': 0.4}",20,12,16.01876487119271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'e': 2.923920828165675e-05, 'a': 0.4}",25,12,22.93639805360677,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'e': 2.8948273298211517e-05, 'a': 0.4}",20,10,20.15212020613317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'e': 2.86602331662198e-05, 'a': 0.4}",25,15,17.057409542753064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'e': 2.8375059081428313e-05, 'a': 0.4}",30,16,24.632139809394843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'e': 2.8092722526190927e-05, 'a': 0.4}",20,9,20.07419228619724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'e': 2.781319526661684e-05, 'a': 0.4}",25,9,30.2667421169678,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'e': 2.7536449349747158e-05, 'a': 0.4}",20,10,20.223816846357778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'e': 2.7262457100759568e-05, 'a': 0.4}",25,17,13.879005651991381,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'e': 2.699119112020084e-05, 'a': 0.4}",20,3,25.86468076544699,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'e': 2.6722624281246868e-05, 'a': 0.4}",20,0,27.810583369322515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1054,False,"{'e': 2.6456729726989903e-05, 'a': 0.4}",25,12,21.472350546902927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'e': 2.619348086775303e-05, 'a': 0.4}",30,22,15.662094379597358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'e': 2.593285137843091e-05, 'a': 0.4}",25,7,32.39492986450653,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'e': 2.567481519585741e-05, 'a': 0.4}",30,13,31.336776206337017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'e': 2.5419346516199247e-05, 'a': 0.4}",20,2,30.172079923068658,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'e': 2.5166419792375563e-05, 'a': 0.4}",20,11,17.09095136225271,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'e': 2.4916009731503204e-05, 'a': 0.4}",20,14,8.900836331844078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'e': 2.4668091292367405e-05, 'a': 0.4}",25,15,16.594359290011063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'e': 2.4422639682917612e-05, 'a': 0.4}",20,0,25.68897693349069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1063,False,"{'e': 2.417963035778842e-05, 'a': 0.4}",20,12,13.792445686354146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'e': 2.393903901584477e-05, 'a': 0.4}",20,15,8.063611746966691,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'e': 2.3700841597751968e-05, 'a': 0.4}",30,20,20.536123077896974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'e': 2.3465014283569705e-05, 'a': 0.4}",25,10,26.561009408323446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'e': 2.3231533490370046e-05, 'a': 0.4}",20,13,13.527487149061965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'e': 2.30003758698791e-05, 'a': 0.4}",30,10,29.612965360503708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'e': 2.2771518306142183e-05, 'a': 0.4}",20,16,8.127707237532636,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'e': 2.254493791321217e-05, 'a': 0.4}",20,13,10.888161773555625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'e': 2.232061203286103e-05, 'a': 0.4}",30,20,19.191151852696805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'e': 2.2098518232313746e-05, 'a': 0.4}",30,19,20.07306339122258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'e': 2.187863430200519e-05, 'a': 0.4}",25,20,9.254326240580582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'e': 2.1660938253359086e-05, 'a': 0.4}",20,16,6.2359566002581985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'e': 2.1445408316589164e-05, 'a': 0.4}",30,4,37.5374959949877,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'e': 2.123202293852213e-05, 'a': 0.4}",20,8,22.689116500915805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'e': 2.1020760780442366e-05, 'a': 0.4}",25,9,26.79931905716888,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'e': 2.0811600715958e-05, 'a': 0.4}",20,9,19.129475218131777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'e': 2.060452182888825e-05, 'a': 0.4}",20,6,19.985200619995684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'e': 2.0399503411171922e-05, 'a': 0.4}",20,9,20.08672954692605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'e': 2.019652496079635e-05, 'a': 0.4}",30,14,30.087055733464357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'e': 1.9995566179747357e-05, 'a': 0.4}",25,7,33.14958163035308,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'e': 1.9796606971979363e-05, 'a': 0.4}",30,15,26.89748769062834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'e': 1.959962744140579e-05, 'a': 0.4}",25,3,32.72847951693977,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'e': 1.940460788990944e-05, 'a': 0.4}",30,16,28.606896379961363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'e': 1.9211528815372642e-05, 'a': 0.4}",25,0,34.10206147559888,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1087,False,"{'e': 1.9020370909727005e-05, 'a': 0.4}",20,4,26.570039687040058,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'e': 1.8831115057022737e-05, 'a': 0.4}",20,16,5.748635530810422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'e': 1.864374233151682e-05, 'a': 0.4}",20,4,25.43044946037325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'e': 1.8458233995780558e-05, 'a': 0.4}",25,11,26.98208407258145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'e': 1.8274571498825787e-05, 'a': 0.4}",20,0,25.562439040116107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1092,False,"{'e': 1.8092736474249758e-05, 'a': 0.4}",20,8,23.93321519072405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'e': 1.7912710738398488e-05, 'a': 0.4}",20,14,12.723406930568729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'e': 1.7734476288548362e-05, 'a': 0.4}",20,16,10.295758167540795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'e': 1.755801530110584e-05, 'a': 0.4}",20,16,6.206623234139697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'e': 1.738331012982519e-05, 'a': 0.4}",35,19,30.33245332085091,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'e': 1.7210343304043663e-05, 'a': 0.4}",20,1,34.54174023400937,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'e': 1.703909752693454e-05, 'a': 0.4}",20,9,22.0814497359628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'e': 1.6869555673777405e-05, 'a': 0.4}",25,2,36.741764544803466,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'e': 1.670170079024566e-05, 'a': 0.4}",30,8,37.90963618619137,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'e': 1.6535516090711067e-05, 'a': 0.4}",20,0,28.79438880954106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'e': 1.637098495656519e-05, 'a': 0.4}",25,7,36.12026882158384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'e': 1.62080909345575e-05, 'a': 0.4}",20,0,26.101102607398076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
