trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
742,False,"{'e': 0.0005991491455142981, 'a': 0.4}",20,14,12.280219198347849,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'e': 0.000593187511907387, 'a': 0.4}",20,15,8.14519500315393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'e': 0.0005872851975459907, 'a': 0.4}",20,6,23.544308674795204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'e': 0.0005814416121937556, 'a': 0.4}",30,18,21.02408448074824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'e': 0.0005756561714872761, 'a': 0.4}",30,15,28.960419023981316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'e': 0.0005699282968776604, 'a': 0.4}",25,14,19.005388905305807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'e': 0.0005642574155726738, 'a': 0.4}",25,15,19.696526772066413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'e': 0.0005586429604794611, 'a': 0.4}",25,8,33.84079959830688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'e': 0.0005530843701478336, 'a': 0.4}",20,12,-9.767262237761125,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
751,False,"{'e': 0.0005475810887141261, 'a': 0.4}",20,11,13.94500142844621,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'e': 0.0005421325658456086, 'a': 0.4}",20,9,18.13513746151081,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'e': 0.0005367382566854548, 'a': 0.4}",20,12,14.89026823834639,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'e': 0.0005313976217982529, 'a': 0.4}",20,6,28.095736769547287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'e': 0.0005261101271160638, 'a': 0.4}",35,13,32.71193445590218,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'e': 0.0005208752438850122, 'a': 0.4}",30,21,17.17792391948263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'e': 0.0005156924486124138, 'a': 0.4}",25,10,30.228964657285633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'e': 0.0005105612230144218, 'a': 0.4}",20,2,31.328778766926863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'e': 0.0005054810539642003, 'a': 0.4}",20,13,16.577410379316145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'e': 0.0005004514334406104, 'a': 0.4}",35,18,32.367368976042464,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'e': 0.0004954718584774093, 'a': 0.4}",20,16,7.54040735539238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'e': 0.0004905418311129505, 'a': 0.4}",20,7,24.91378168140115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'e': 0.0004856608583403892, 'a': 0.4}",30,23,11.923755030591991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'e': 0.0004808284520583803, 'a': 0.4}",20,10,20.72176385517122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'e': 0.00047604412902226933, 'a': 0.4}",25,10,25.996361792195014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'e': 0.00047130741079576537, 'a': 0.4}",25,13,19.09871022495841,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'e': 0.0004666178237030984, 'a': 0.4}",20,13,12.67220470174417,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'e': 0.0004619748987816513, 'a': 0.4}",20,10,16.206768491090944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'e': 0.0004573781717350623, 'a': 0.4}",20,13,15.372610730597685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'e': 0.00045282718288679695, 'a': 0.4}",20,12,16.148969311963647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'e': 0.00044832147713417755, 'a': 0.4}",20,10,17.500947944444945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'e': 0.000443860603902874, 'a': 0.4}",20,0,27.187908824468966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'e': 0.00043944411710184546, 'a': 0.4}",20,15,8.908084335008624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'e': 0.0004350715750787321, 'a': 0.4}",30,12,31.319846674125838,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'e': 0.00043074254057568753, 'a': 0.4}",25,11,24.291264333038193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'e': 0.00042645658068565383, 'a': 0.4}",20,0,29.75192809532473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'e': 0.00042221326680906996, 'a': 0.4}",20,10,16.515554369719755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'e': 0.0004180121746110129, 'a': 0.4}",25,2,34.25559001319846,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'e': 0.00041385288397876164, 'a': 0.4}",20,12,16.69932489137745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'e': 0.0004097349789797868, 'a': 0.4}",20,10,17.315415603212312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'e': 0.0004056580478201565, 'a': 0.4}",25,6,33.94210210637827,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'e': 0.0004016216828033581, 'a': 0.4}",25,7,30.071295334765193,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'e': 0.00039762548028952584, 'a': 0.4}",20,14,9.015151793574098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'e': 0.0003936690406550783, 'a': 0.4}",20,10,18.773267170306248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'e': 0.0003897519682527545, 'a': 0.4}",20,5,24.28455382044521,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'e': 0.00038587387137205064, 'a': 0.4}",20,13,15.080045480070982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'e': 0.0003820343622000467, 'a': 0.4}",20,9,22.049212376364558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'e': 0.00037823305678262576, 'a': 0.4}",25,16,15.093015236908256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'e': 0.000374469574986078, 'a': 0.4}",30,22,17.02341901538488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'e': 0.0003707435404590882, 'a': 0.4}",20,16,7.881102684695331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'e': 0.0003670545805950984, 'a': 0.4}",30,16,18.871841956909122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'e': 0.0003634023264950478, 'a': 0.4}",20,8,22.81934883899379,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'e': 0.00035978641293048274, 'a': 0.4}",20,12,14.209418637044404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'e': 0.00035620647830703403, 'a': 0.4}",20,2,28.18523190364613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'e': 0.00035266216462825575, 'a': 0.4}",25,15,18.155625736277862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'e': 0.0003491531174598264, 'a': 0.4}",25,18,13.247383547168912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'e': 0.00034567898589410494, 'a': 0.4}",30,1,38.0676913810629,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'e': 0.0003422394225150394, 'a': 0.4}",20,4,26.558954013588778,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'e': 0.0003388340833634261, 'a': 0.4}",25,11,2.484853464902135,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
800,False,"{'e': 0.00033546262790251185, 'a': 0.4}",25,0,34.513751045720205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
801,False,"{'e': 0.00033212471898394095, 'a': 0.4}",20,9,18.566403554264962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'e': 0.00032882002281403995, 'a': 0.4}",25,17,12.078676872386826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'e': 0.00032554820892043796, 'a': 0.4}",20,6,25.04059260400677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'e': 0.00032230895011901855, 'a': 0.4}",25,11,17.706403238296865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'e': 0.00031910192248120326, 'a': 0.4}",35,23,25.08759901610828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'e': 0.00031592680530155527, 'a': 0.4}",25,12,18.558080983918707,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'e': 0.00031278328106571065, 'a': 0.4}",35,19,28.09998523627813,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'e': 0.0003096710354186262, 'a': 0.4}",25,10,26.06510142341554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'e': 0.0003065897571331437, 'a': 0.4}",20,2,26.57132214235434,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'e': 0.0003035391380788668, 'a': 0.4}",25,20,9.27299917925418,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'e': 0.0003005188731913479, 'a': 0.4}",25,12,28.158439585544933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'e': 0.0002975286604415808, 'a': 0.4}",20,5,22.63465124927754,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'e': 0.0002945682008057998, 'a': 0.4}",25,17,12.203974925819832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'e': 0.0002916371982355737, 'a': 0.4}",20,8,21.26021073594241,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'e': 0.000288735359628203, 'a': 0.4}",25,17,13.229983162223927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'e': 0.0002858623947974087, 'a': 0.4}",20,16,6.817701946262358,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'e': 0.0002830180164443136, 'a': 0.4}",30,12,26.74707464432138,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'e': 0.000280201940128712, 'a': 0.4}",20,14,7.557538071542796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'e': 0.0002774138842406257, 'a': 0.4}",35,17,29.69269807559205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'e': 0.00027465356997214254, 'a': 0.4}",25,14,20.36246616561579,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'e': 0.00027192072128953476, 'a': 0.4}",30,17,24.733717992699333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'e': 0.00026921506490565784, 'a': 0.4}",20,6,-11.750301838849568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
823,False,"{'e': 0.00026653633025261806, 'a': 0.4}",25,8,30.0729129490869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'e': 0.00026388424945471793, 'a': 0.4}",20,16,7.816601796735393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'e': 0.00026125855730166754, 'a': 0.4}",20,13,13.684348945121481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'e': 0.0002586589912220635, 'a': 0.4}",30,16,24.952836098552755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'e': 0.00025608529125713156, 'a': 0.4}",30,9,34.45466434236869,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'e': 0.0002535372000347304, 'a': 0.4}",25,12,27.855886759061995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'e': 0.000251014462743614, 'a': 0.4}",20,5,27.320606455096257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'e': 0.00024851682710795185, 'a': 0.4}",20,8,15.214828357664254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'e': 0.00024604404336209853, 'a': 0.4}",20,9,23.9864952602266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'e': 0.0002435958642256188, 'a': 0.4}",20,5,28.371573050888813,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'e': 0.00024117204487855885, 'a': 0.4}",30,11,33.21363120035337,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'e': 0.00023877234293696414, 'a': 0.4}",20,5,25.074303879369527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'e': 0.00023639651842864072, 'a': 0.4}",30,12,29.69679435123579,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'e': 0.00023404433376915794, 'a': 0.4}",30,16,26.659692236368837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'e': 0.00023171555373808925, 'a': 0.4}",20,13,14.306488039156598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'e': 0.00022940994545549173, 'a': 0.4}",30,22,13.957319359377948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'e': 0.00022712727835861536, 'a': 0.4}",20,3,27.6648020189236,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'e': 0.0002248673241788482, 'a': 0.4}",25,7,30.269585936059666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'e': 0.00022262985691888897, 'a': 0.4}",25,0,40.52663473283142,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
842,False,"{'e': 0.00022041465283014714, 'a': 0.4}",20,8,19.01533135546706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'e': 0.00021822149039036782, 'a': 0.4}",25,15,20.522827856414402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'e': 0.0002160501502814794, 'a': 0.4}",20,6,25.454907218095798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'e': 0.00021390041536766149, 'a': 0.4}",25,12,21.508219476544273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'e': 0.00021177207067363092, 'a': 0.4}",25,17,14.507147988986288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'e': 0.0002096649033631454, 'a': 0.4}",20,8,24.086350961192004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'e': 0.00020757870271771752, 'a': 0.4}",20,6,26.282097948829076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'e': 0.00020551326011554428, 'a': 0.4}",20,9,18.416074485004817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'e': 0.00020346836901064417, 'a': 0.4}",25,10,24.59394255707973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'e': 0.0002014438249122027, 'a': 0.4}",20,12,16.214384616736414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'e': 0.00019943942536412282, 'a': 0.4}",30,14,31.850535026845296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'e': 0.00019745496992477945, 'a': 0.4}",20,16,10.165121170311181,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'e': 0.0001954902601469746, 'a': 0.4}",25,13,23.238800369448867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'e': 0.00019354509955809383, 'a': 0.4}",20,0,40.0344404428683,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
856,False,"{'e': 0.00019161929364045703, 'a': 0.4}",20,6,26.073672040449534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'e': 0.00018971264981186754, 'a': 0.4}",30,13,25.868820834095686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'e': 0.00018782497740635362, 'a': 0.4}",30,4,40.975272927513686,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'e': 0.0001859560876551017, 'a': 0.4}",25,16,16.593085313480284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'e': 0.0001841057936675792, 'a': 0.4}",20,10,14.851295452954368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'e': 0.00018227391041284545, 'a': 0.4}",25,19,12.038114741715773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'e': 0.0001804602547010481, 'a': 0.4}",25,13,23.856459223002933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'e': 0.00017866464516510524, 'a': 0.4}",25,14,20.785545670657182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'e': 0.0001768869022425666, 'a': 0.4}",25,11,24.063881066223633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'e': 0.00017512684815765842, 'a': 0.4}",20,13,11.869923521321692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'e': 0.00017338430690350557, 'a': 0.4}",20,0,30.28037789842517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
867,False,"{'e': 0.00017165910422453046, 'a': 0.4}",30,4,40.874393902445824,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'e': 0.0001699510675990275, 'a': 0.4}",20,13,14.046250090346035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'e': 0.00016826002622191084, 'a': 0.4}",20,11,15.014049555789985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'e': 0.00016658581098763324, 'a': 0.4}",30,15,23.148683156368513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'e': 0.00016492825447327666, 'a': 0.4}",20,13,11.827874609092595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'e': 0.00016328719092180806, 'a': 0.4}",20,14,11.95546943887969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'e': 0.00016166245622550477, 'a': 0.4}",25,16,16.985687139900097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'e': 0.00016005388790954318, 'a': 0.4}",20,16,8.566824145039794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'e': 0.00015846132511575126, 'a': 0.4}",20,6,26.981949505576946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'e': 0.00015688460858652242, 'a': 0.4}",20,14,9.953042331710712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'e': 0.00015532358064888985, 'a': 0.4}",20,13,12.607071714168619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'e': 0.00015377808519875894, 'a': 0.4}",20,6,28.945490622418262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'e': 0.00015224796768529644, 'a': 0.4}",20,0,30.926781377285167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
880,False,"{'e': 0.0001507330750954765, 'a': 0.4}",30,7,35.73527772055113,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'e': 0.00014923325593877739, 'a': 0.4}",20,9,17.14803672674294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'e': 0.00014774836023203364, 'a': 0.4}",20,0,28.062208573383508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
883,False,"{'e': 0.00014627823948443712, 'a': 0.4}",20,4,26.99839959372638,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'e': 0.000144822746682688, 'a': 0.4}",25,5,34.42600487474098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'e': 0.00014338173627629318, 'a': 0.4}",30,21,19.48999649702798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'e': 0.00014195506416301115, 'a': 0.4}",25,2,37.923004391594326,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'e': 0.00014054258767444143, 'a': 0.4}",20,14,8.700355595191104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'e': 0.00013914416556175865, 'a': 0.4}",20,9,18.508650621242843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'e': 0.0001377596579815859, 'a': 0.4}",30,18,22.217729699908723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'e': 0.0001363889264820114, 'a': 0.4}",25,14,16.906277444369103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'e': 0.00013503183398874292, 'a': 0.4}",25,7,33.974752701736975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'e': 0.00013368824479140023, 'a': 0.4}",25,5,36.74082207817944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'e': 0.0001323580245299439, 'a': 0.4}",20,13,14.721536766505725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'e': 0.00013104104018123928, 'a': 0.4}",25,11,26.512279926181737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'e': 0.0001297371600457538, 'a': 0.4}",20,10,-3.618481604259137,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
896,False,"{'e': 0.0001284462537343878, 'a': 0.4}",20,5,24.750721039197366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'e': 0.0001271681921554341, 'a': 0.4}",25,18,13.392305797943322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'e': 0.00012590284750166984, 'a': 0.4}",30,9,38.87762820158483,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'e': 0.0001246500932375751, 'a': 0.4}",20,10,17.83722534621221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'e': 0.00012340980408667956, 'a': 0.4}",25,11,24.908735796240656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'e': 0.0001221818560190345, 'a': 0.4}",20,2,28.686484054357365,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'e': 0.00012096612623880994, 'a': 0.4}",20,6,25.84177275591162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'e': 0.00011976249317201468, 'a': 0.4}",20,14,11.148807858244226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'e': 0.00011857083645433882, 'a': 0.4}",35,20,28.116111877664686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'e': 0.00011739103691911796, 'a': 0.4}",30,12,27.505244264100153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'e': 0.00011622297658541522, 'a': 0.4}",30,11,36.38933044005206,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'e': 0.00011506653864622381, 'a': 0.4}",20,11,13.190738141202642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'e': 0.00011392160745678613, 'a': 0.4}",30,7,39.09159582660542,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'e': 0.00011278806852302912, 'a': 0.4}",20,5,24.918426110554545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'e': 0.00011166580849011478, 'a': 0.4}",30,12,32.62161881278857,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'e': 0.0001105547151311046, 'a': 0.4}",30,7,36.05001572829515,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'e': 0.00010945467733573657, 'a': 0.4}",25,14,20.42459604155017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'e': 0.00010836558509931485, 'a': 0.4}",25,10,25.78188965376175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'e': 0.000107287329511708, 'a': 0.4}",25,16,19.73648553361132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'e': 0.00010621980274645875, 'a': 0.4}",30,11,28.456899452009534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'e': 0.00010516289805000093, 'a': 0.4}",20,13,17.044930093052766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'e': 0.00010411650973098415, 'a': 0.4}",25,7,-12.260147933292934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
918,False,"{'e': 0.00010308053314970452, 'a': 0.4}",20,14,11.06948607959009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'e': 0.00010205486470764058, 'a': 0.4}",25,14,18.0589452493522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'e': 0.00010103940183709324, 'a': 0.4}",30,0,43.330385009668454,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
921,False,"{'e': 0.00010003404299092957, 'a': 0.4}",25,14,15.580416077549337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'e': 9.903868763242697e-05, 'a': 0.4}",25,17,16.83722547992526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'e': 9.805323622522013e-05, 'a': 0.4}",20,12,13.601933978475493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'e': 9.707759022334712e-05, 'a': 0.4}",20,13,12.676811524766721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
